index,Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label
5147,"\""\""\"" || A script to grid search all parameters provided in parameters.py || including both classifiers and regressors. || Note that the execution of this script may take hours to search the  || best possible model parameters for various algorithms; feel free || to edit parameters.py on your need ( e.g remove some parameters for  || faster search ) || \""\""\""",No,Yes,Yes
5148,model already created; why call twice,Yes,Yes,Yes
5151,fix random seed for reproducibility,No,No,Yes
5153,TODO: Convert the following to TensorFlow:,Yes,No,Yes
5154,Needed to make sure the logging output is visible.,No,Yes,Yes
5157,Attention: for subclass to implement,No,Yes,Yes
5159,Needed to make sure the logging output is visible.,No,Yes,Yes
5160,THIS CODE COULD BE ADDED BEFORE SAVING FOR SLIGHT IMPROVEMENT IN PERFORMANCE,Yes,Yes,Yes
5162,determine number of images we want to move from train to validation,No,Yes,Yes
5163,perform the move,No,Yes,Yes
5164,THIS CODE COULD BE ADDED BEFORE SAVING FOR SLIGHT IMPROVEMENT IN PERFORMANCE,Yes,Yes,Yes
5169,longer test: train model on two classes; accuracy has to be >60%; significantly better than random,No,Yes,Yes
5170,"TODO: Can be generalized: take an argument \""number of top layers\""; include",Yes,Yes,Yes
5172,TODO: how many images does this generate,Yes,No,Yes
5173,check if significantly better than random,No,No,Yes
5175,new_background = TODO,Yes,No,Yes
5176,TODO fix this!,Yes,Yes,Yes
5177,For reference in case it is needed,No,Yes,Yes
5178,TODO:,Yes,No,Yes
5182,Needed to make sure the logging output is visible.,No,Yes,Yes
5187,"\""\""\"" || only one of attribute_distribution_params or attribute_distribution can be set of each run || leave the unused element as an empty list; as below ||  || attribute_distribution_params: list(list[string; string; float]) || attribute_distribution: list(list(string; dict(string; float; float))) || \""\""\""",No,Yes,Yes
5188,# TODO add more sophisticated checking once format of object files concrete,Yes,Yes,Yes
5190,"\""\""\"" || only one of attribute_distribution_params or attribute_distribution can be set of each run || leave the unused element as an empty list; as below ||  || attribute_distribution_params: list(list[string; string; float]) || attribute_distribution: list(list(string; dict(string; float; float))) || \""\""\""",No,Yes,Yes
5191,move unwanted side directly behind camera such that origin of mesh bounding sphere,No,No,Yes
5192,move unwanted side directly behind camera such that origin of mesh bounding sphere,No,No,Yes
5193,this is really ugly; but it does the job - rendering it for the first,Yes,Yes,Yes
5194,lamp energy is a TRUNCATED NORMAL DISTRIBUTION; param descriptions same as above,No,Yes,Yes
5196,Hacky way to import render_pipeline,Yes,Yes,Yes
5200,lamp energy is a TRUNCATED NORMAL DISTRIBUTION; param descriptions same as above,No,Yes,Yes
5203,FIXME: should handle P+transparency as well,Yes,Yes,Yes
5205,FIXME: decode and apply image,Yes,Yes,Yes
5207,really is necessary (platform-dependent; though...),No,Yes,Yes
5208,FIXME: huh?,Yes,No,Yes
5212,FIXME: the fill decoder is not implemented,Yes,No,Yes
5213,FIXME: jpeg tables are tile dependent; the prefix,Yes,No,Yes
5214,"FIXME: \""P\""",Yes,No,Yes
5215,FIXME: hack,Yes,No,Yes
5219,FIXME: this may read whole file if not a text file,Yes,Yes,Yes
5220,FIXME: hack,Yes,No,Yes
5221,NOTE: this functionality will be moved to the extended,Yes,Yes,Yes
5223,FIXME: _imaging returns a confusing error message for this case,Yes,Yes,Yes
5225,implement the <b>seek<\/b>; <b>tell<\/b>; and <b>write<\/b>,No,Yes,Yes
5229,FIXME: future versions should optimize crop\/paste,Yes,Yes,Yes
5230,bug; and will probably be fixed in a future release.  The current,Yes,Yes,Yes
5231,must implement <b>read<\/b>; <b>seek<\/b>; and <b>tell<\/b> methods;,Yes,Yes,Yes
5232,@param alpha The interpolation alpha factor.  If alpha is 0.0; a,No,Yes,Yes
5234,FIXME: add RGBA support,Yes,Yes,Yes
5239,FIXME: add support for bitmap fonts,Yes,Yes,Yes
5240,@param factor Enhancement factor.,No,Yes,Yes
5241,until we know better,No,No,Yes
5242,FIXME: on Unix; use PROT_READ etc,Yes,Yes,Yes
5243,FIXME: This is a hack to handle TIFF's JpegTables tag.,Yes,No,Yes
5244,FIXME: This is a hack to handle rotated PCD's,Yes,Yes,Yes
5245,FIXME: this is slow!,Yes,No,Yes
5250,Todo:,Yes,No,Yes
5254,Load a (probably rather ugly) default font.,No,Yes,Yes
5255,FIXME: apply to lookup table; not image data,Yes,Yes,Yes
5256,cut off pixels from both ends of the histogram,No,No,Yes
5257,liveArea is wider than what's needed; crop the sides,Yes,No,Yes
5261,FIXME - is this really the best way to do this?,Yes,Yes,Yes
5266,1996-05-05 fl   Workaround Photoshop 2.5 CMYK polarity bug,Yes,Yes,Yes
5267,FIXME: The quantization tables can be used to estimate the,Yes,No,Yes
5269,padded marker or junk; move on,Yes,Yes,Yes
5271,FIXME: issue a warning if the wrong form is used (post-1.1.5),Yes,No,Yes
5272,FIXME: should store the navigation and calibration blocks,Yes,No,Yes
5273,somewhere (or perhaps extract some basic information from,No,No,Yes
5275,FIXME: is this the right field?,Yes,Yes,Yes
5276,1997-01-22 fl   Fixed 64-bit portability quirk,No,Yes,Yes
5278,"FIXME: change filename to use \""a\/b\/c\"" instead of [\""a\""; \""b\""; \""c\""]",Yes,Yes,Yes
5279,FIXME: provide a glob mechanism function (using fnmatchcase),Yes,No,Yes
5281,the actual functionality of the Software represents the correct,No,No,Yes
5283,FIXME: should store the list of sects obtained by following,Yes,No,Yes
5284,FIXME: should add a counter in here to avoid looping forever,Yes,Yes,Yes
5285,couldn't move right; move up instead,No,Yes,Yes
5286,FIXME: could check version and byte order fields,Yes,Yes,Yes
5287,described by DIF blocks (FIXME: not yet implemented),Yes,Yes,Yes
5288,FIXME: some day; Python will provide an official way to handle,Yes,Yes,Yes
5290,FIXME,Yes,Yes,Yes
5291,"FIXME: this is a 64-bit int: \""number of 100ns periods",Yes,No,Yes
5292,FIXME: add support for VT_VECTOR,Yes,No,Yes
5295,FIXME: not correct for rotated images!,Yes,Yes,Yes
5300,"assuming a 4-byte magic label (FIXME: add \""_accept\"" hook)",Yes,No,Yes
5303,FIXME,Yes,Yes,Yes
5304,FIXME: to be supported some day,Yes,Yes,Yes
5305,FIXME: multilayer,Yes,No,Yes
5306,FIXME,Yes,Yes,Yes
5312,work around broken (?) matrox library,Yes,No,Yes
5313,Hack to handle abbreviated JPEG headers,Yes,Yes,Yes
5314,FIXME: this doesn't work if the image size,Yes,Yes,Yes
5316,FIXME: make save work (this requires quantization support),,,Yes
5318,needed to get current value of this option,No,Yes,Yes
5321,main hack,Yes,Yes,Yes
5322,"FIXME: won't work with \""P\"" images",Yes,Yes,Yes
5324,used the traceback module to do a much better job of reporting,No,No,Yes
5325,Hard to think of a better example of why this is useful <wink>.,,,Yes
5330,FIXME: use distutils logging (?),,,Yes
5331,3. Try modifying the architecture and the hyper-parameters to get a better performance.,No,Yes,Yes
5332,Improve the pre-processing and the model to recognize human activity in a better way,No,Yes,Yes
5333,3. Even the kernel size from 2. could be considered too big. Modify the model from 2. to use kernels size of 3. Due to,,,Yes
5335,"Gets the results into a DataFrame; drops some \""irrelevant\"" columns; sorts by best score and saves to spreadsheet",,,Yes
5337,(n_examples; n_labels) --> Need to operate on columns; so axis=1,No,Yes,Yes
5340,would be by 0s if we used a one-hot-encoded input vector instead of a token id. Mathematically; however;,No,Yes,Yes
5341,TODO: change cost function to reconstruction error,Yes,No,Yes
5342,improve patience if loss improvement is good enough,Yes,Yes,Yes
5343,in order to implement CD-k\/PCD-k we need to scan over the,No,Yes,Yes
5344,``shared_y`` we will have to cast it to int. This little hack,,,Yes
5345,improve patience if loss improvement is good enough,No,Yes,Yes
5346,improve patience if loss improvement is good enough,No,Yes,Yes
5347,in order to implement CD-k\/PCD-k we need to scan over the,,,Yes
5348,Fix the bias unit.,Yes,Yes,Yes
5349,TODO: Remove the code duplication between this method and `run_visible`?,,,Yes
5350,Gets the best result so far; so that we only save the model if the result is better (test loss in this case),No,Yes,Yes
5351,Only saves the model if it's better than the models from all of the other experiments,No,Yes,Yes
5352,3. Try modifying the architecture and the hyper-parameters to get a better performance.,No,Yes,Yes
5353,nn.Conv1d operates on the columns; each embedding dimension is considered as one channel,No,Yes,Yes
5355,to process each sentence one by one instead of in batches; which would be pretty slow; but maybe worth it!,Yes,Yes,Yes
5356,Another way (and probably better) of processing variable length sequences is by,,,Yes
5357,ds_train = ds_train.prefetch(buffer_size=tf.data.experimental.AUTOTUNE)  # Idem; although not really needed,,,Yes
5360,3. Try modifying the architecture and the hyper-parameters to get a better performance.,,,Yes
5364,Estimators use a system called feature columns to describe,,,Yes
5365,columns describe how the model should convert each feature.,,,Yes
5367,mask needed because sentences aren't all the same length,No,Yes,Yes
5369,TODO Permute results,Yes,No,Yes
5371,TODO - only if gpu mode,Yes,Yes,Yes
5373,mask needed because sentences aren't all the same length,No,Yes,Yes
5374,TODO: might need to be chainer function instead of np,Yes,Yes,Yes
5378,TODO Add dropout to head and label MLPs,Yes,Yes,Yes
5382,TODO: check multiple roots issue,Yes,No,Yes
5385,TODO: remove me,Yes,No,Yes
5386,TODO: Write pad method - add END to word sequences.,Yes,Yes,Yes
5387,they aren't always needed but it simplifies our work,No,Yes,Yes
5389,needed to import train to visualise_train,,,Yes
5390,TODO: ask chainer devs about this?,No,Yes,Yes
5391,there seems to be no easy way to reset the seed!,No,No,Yes
5396,# Indices for Token Columns,,,Yes
5397,Columns 1--7: words and morphosyntactic information,No,Yes,Yes
5399,dependency relation labels corresponding to the dependencies  described in 9,No,No,Yes
5400,Columns 12--13,No,Yes,Yes
5402,APREDs: N columns; one for each predicate in 15; containing the semantic roles\/dependencies of each particular predicate,No,Yes,Yes
5405,If true; `todo` and `todoList` produce output; else they produce nothing.,,,Yes
5406,Fix blocks,,,Yes
5407,move to GPU,,,Yes
5409,"\""\""\"" || Average parameters from multiple model checkpoints. Checkpoints can be either || specified manually or automatically chosen according to one of several || strategies. The default strategy of simply selecting the top-scoring N points || works well in practice. || \""\""\""",No,Yes,Yes
5410,Points dominated by a previous better point have lifespan 0,No,Yes,Yes
5412,Once MXNet allows item assignments given a list of indices (probably MXNet 1.0): e.g a[[0;1;5;2]] = x;,,,Yes
5417,TODO: possible alternative: feed back the context vector instead of the hidden (see lamtram),,,Yes
5419,TODO: add context gating?,,,Yes
5420,TODO: potentially project the encoder hidden size to the decoder hidden size.,,,Yes
5425,Map from restricted to full vocab ids if needed,No,Yes,Yes
5427,TODO: Contribute these to MXNet?  For now it appears that registered activation types must be implemented in C++.,Yes,No,Yes
5428,TODO dropout?,,,Yes
5430,"\""\""\"" || Input to attention callables. ||  || :param seq_idx: Decoder time step \/ sequence index. || :param query: Query input to attention mechanism; e.g. decoder hidden state (plus previous word). || \""\""\""",No,No,Yes
5431,TODO: Push update to MXNet to expose the optimizer (Module should have a get_optimizer method),Yes,Yes,Yes
5433,Reference not needed since there will be no reads or writes,No,Yes,Yes
5434,TODO: Currently disabled due to periodic outages of nlp.stanford.edu,Yes,Yes,Yes
5435,TODO: check MD5sum,Yes,No,Yes
5436,v2cs = [t for t in filtered if t[1] == ':instance-of'],No,Yes,Yes
5438,Alignment bug; ignore node and move to the next one,Yes,Yes,Yes
5441,todo redirect to help page,Yes,Yes,Yes
5443,todo sentence types,No,No,Yes
5444,todo modality,Yes,No,Yes
5446,todo async,Yes,No,Yes
5448,If true; `todo` and `todoList` produce output; else they produce nothing.,,,Yes
5452,nbh_radius = 2.0      # TODO change,Yes,Yes,Yes
5457,# TODO implement random data initialization for super-SOM,Yes,Yes,Yes
5458,TODO remove after PCA init implementation:,Yes,No,Yes
5462,TODO accept_sparse,Yes,Yes,Yes
5463,nbh_radius = 2.0      # TODO change,,,Yes
5466,The convention in BERT is:,No,No,Yes
5468,"We \""pool\"" the model by simply taking the hidden state corresponding",,,Yes
5470,"What we really want to return is \""Steve Smith\"".",No,No,Yes
5471,Should be more efficient to first transpose.,,,Yes
5472,Maybe crop if needed.,No,No,Yes
5473,Maybe pad if needed.,Yes,No,Yes
5474,Maybe crop if needed.,,,Yes
5475,Maybe pad if needed.,Yes,No,Yes
5477,TODO: Reduce the number of times iterating over things,Yes,Yes,Yes
5478,TODO: Make the assignments agnostic to the number of trees and ccs,,,Yes
5480,TODO: add check for localpath existence,,,Yes
5481,TODO: add exception handling for invalid type,Yes,Yes,Yes
5482,TODO: add exception handling for invalid caching flag,Yes,Yes,Yes
5485,todo: may add auto-generated vertex ID to refere to a more rich representation of vertex,Yes,Yes,Yes
5488,remove punctuation can improve the model a little bit,No,Yes,Yes
5491,"Calculates the \""realized\"" basis for a particular symbol; given a trade history. This refers to the actual amounts paid in and out; including dividend payments; as well as money gained or lost on derivatives related to that symbol (e.g.; short puts; covered calls).",No,Yes,Yes
5492,TODO: FOP,Yes,No,Yes
5510,TODO: Determine valid CUSIP for bonds,,,Yes
5511,TODO: Use order depth if available?,,,Yes
5512,TODO: Support non-standard multipliers,Yes,No,Yes
5513,TODO: This should be supported for Futures too,,,Yes
5514,FIXME: Define a get_historical_prices function,,,Yes
5515,TODO: make the exchange rate flexible. This should generally be the dollar value of 1 point of instrument i.,,,Yes
5516,TODO: Check uniqueness of instruments,,,Yes
5518,TODO: make the exchange rate flexible. This should generally be the dollar value of 1 point of instrument i.,Yes,Yes,Yes
5519,TODO: Do we want a new TradeFlag?,,,Yes
5520,Annoying hack because some transactions depend on others around them.,Yes,Yes,Yes
5522,TODO: Refactor\/simplify Configuration class so it can be used in cases,Yes,Yes,Yes
5524,TODO: Memoize the result of deduplication?,Yes,No,Yes
5526,FIXME: This is roughly what it _should_ be; but due to exchange rate,Yes,Yes,Yes
5529,FIXME: This is roughly what it _should_ be; but due to exchange rate,,,Yes
5530,FIXME: This is specific to IBDataProvider right now,Yes,Yes,Yes
5532,TODO we can probably use nn.fused_batch_norm here too for speedup,,,Yes
5533,TODO: why normal and not uniform?,Yes,No,Yes
5534,'coronary (?:atherosclerosis)';  # remove is better,,,Yes
5536,TODO. should guarantee that order the same as during reading operation.,,,Yes
5537,TODO list:,Yes,No,Yes
5538,2. Implement expanded word2vec; which includes relation phrases and related,No,Yes,Yes
5540,TODO. move this method into the kernel (at entity.py file).,,,Yes
5541,TODO. O(N) now; search,,,Yes
5544,TODO. Move ignored entities into core.,Yes,Yes,Yes
5545,TODO. window size should be unchanged,Yes,Yes,Yes
5546,TODO. Shuffle,Yes,Yes,Yes
5547,TODO list:,,,Yes
5548,2. Implement expanded word2vec; which includes relation phrases and related,,,Yes
5550,TODO. Duplicated from vectors.py,Yes,Yes,Yes
5552,TODO. move this method into the kernel (at entity.py file).,Yes,Yes,Yes
5553,TODO. O(N) now; search,Yes,Yes,Yes
5554,TODO. Refactor method_name with method_root,,,Yes
5555,TODO. Method name (is not root actually). Better to refactor it.,Yes,Yes,Yes
5556,TODO. window size should be unchanged,,,Yes
5557,TODO. Choose base class for optimiser,Yes,Yes,Yes
5560,TODO: guarantee that entities ordered by e_begin.,,,Yes
5561,TODO: Move this logger into a root of a networks folder in future.,Yes,Yes,Yes
5562,TODO. Implement distributed placement with average for same sentence relation occurance,Yes,No,Yes
5565,TODO: fix tight bound on variable matching,,,Yes
5567,Import all needed modules (folder is valid at this point),,,Yes
5568,Move grid to real space,,,Yes
5572,Update batch size on generators (needed after OOM error --> reduced,Yes,Yes,Yes
5574,Move back,No,No,Yes
5575,Apply rotation if needed,No,Yes,Yes
5576,Get int labels if needed; otherwise returns identity,No,Yes,Yes
5580,TODO: Make all sequences store a reference to the queue,,,Yes
5582,Flatten labels in spatial dimensions; needed for sample weighting,,,Yes
5583,TEMP TODO,,,Yes
5584,Temporary memory leak fix,Yes,Yes,Yes
5587,Workaround for dng: first save dng; then convert to array; then to png,,,Yes
5588,TODO,,,Yes
5592,TODO: add limited pickling support for sharing an iterator,Yes,Yes,Yes
5595,''' || Reference implementation of node2vec. || Author: Aditya Grover || For more details; refer to the paper: || node2vec: Scalable Feature Learning for Networks || Aditya Grover and Jure Leskovec || Knowledge Discovery and Data Mining (KDD); 2016 ||  || Src: https:\/\/github.com\/aditya-grover\/node2vec || ''',,,Yes
5598,maybe mutate the action of the learner,,,Yes
5599,remove unused learners,,,Yes
5600,maybe do something about teamqueue here; don't know how I'm,,,Yes
5602,maybe insert instruction,No,No,Yes
5604,maybe swap two instructions,,,Yes
5605,bid is better,No,Yes,Yes
5607,"\""\""\"" || Contains all information needed to pick up from wherever last left off. An || instance can be obtained by the client and saved with something like Pickle. || \""\""\""",No,Yes,Yes
5612,delete now unused learners,Yes,Yes,Yes
5614,delete now unused learners,Yes,Yes,Yes
5617,column to maybe write corresponding value into,No,No,Yes
5618,mutations repeatedly; random probably small amount,,,Yes
5619,maybe delete instruction,Yes,Yes,Yes
5620,maybe mutate an instruction (flip a bit),No,No,Yes
5621,maybe swap two instructions,No,No,Yes
5622,maybe add instruction,No,Yes,Yes
5623,TODO move to config,Yes,Yes,Yes
5624,TODO: mode to configurator,Yes,No,Yes
5626,mutations repeatedly; random probably small amount,No,No,Yes
5627,maybe delete instruction,No,Yes,Yes
5630,maybe add instruction,,,Yes
5635,fix range of rampancy if invalid,,,Yes
5637,needed for mutation,,,Yes
5638,"\""\""\"" || Make the appropriate changes needed to be able to use real actions. || \""\""\""",,,Yes
5639,TODO: add learner configurable,Yes,Yes,Yes
5641,mutations repeatedly; random probably small amount,No,No,Yes
5643,maybe mutate an instruction (flip a bit),,,Yes
5645,maybe add instruction,,,Yes
5646,TODO What happens when actionIndex is None?,,,Yes
5647,TODO What's self.states?,,,Yes
5648,maybe delete instruction,Yes,Yes,Yes
5650,maybe swap two instructions,No,No,Yes
5651,maybe add instruction,,,Yes
5653,"\""\""\"" || This is implementation of fasttext with bigram features. || see [Bag of Tricks for Efficient Text Classification](https:\/\/arxiv.org\/abs\/1607.01759) || \""\""\""",No,Yes,Yes
5654,Todo: bug fix,,,Yes
5655,create the tables needed by TOBOT to store what it learns,No,Yes,Yes
5656,TOBOT doesn't know how to answer; so send a generic message,No,No,Yes
5663,TODO: Copy resources once they're specified,Yes,Yes,Yes
5664,TODO: Add in ESP Boards,,,Yes
5665,TODO,,,Yes
5668,workaround for https:\/\/github.com\/travis-ci\/travis-api\/issues\/196,,,Yes
5669,it is only needed for transfer mode 3,No,Yes,Yes
5670,"We \""pool\"" the model by simply taking the hidden state corresponding",No,Yes,Yes
5673,TODO do actual A* and deal with moving targets,,,Yes
5675,TODO get confidence in visibilty,,,Yes
5676,TODO get confidence in wm,Yes,Yes,Yes
5677,TODO,,,Yes
5678,You can just specify the packages manually here if your project is,,,Yes
5679,TODO: Enforce same data specs for all datasets,Yes,No,Yes
5680,Require a joint to move at least 200mm since the previous pose,No,No,Yes
5683,Move centre to (0; 0),No,Yes,Yes
5684,Move centre to centre of image,No,Yes,Yes
5685,FIXME: This is actually a bug! The skeleton should be made root-relative; scaled;,Yes,Yes,Yes
5686,FIXME: The conversion to int generates a warning during tracing; and is not necessary,Yes,Yes,Yes
5689,Lots of options that should work and appear similar accross platforms,No,No,Yes
5690,Naming convention for binary file encoding\/decoding,No,Yes,Yes
5691,import json # NOT NEEDED,No,No,Yes
5692,from pycocotools import mask # NOT NEEDED,Yes,Yes,Yes
5696,Needed for training and re-runs to match mask,No,Yes,Yes
5698,The problem at the moment is it is not very user friendly.  You cannot run any of the code directly on Mac or Windows without fixing many errors.  Many of the bigger models also require a lot of computing power and will fail because it assumes you have a good linux computer.  The other option of buying cloud time; or uploading gigs of photos are simply not practical for the other 99% percent of us.,,,Yes
5700,"A case in point is \""pip install tensorflow\"" on Mac will give you 1.8.0 at the moment.  It will not work with object detection scripts.  Neither will 1.5.1.  The models were all trained in tf 1.5.0 so all good.  I had errors with 1.4.0 even though the demo notebook proudly adds 2 more lines of code to check; it is wrong in most cases.  You may be able to run it on linux with 2.7 but I assume most end-users can't.",Yes,Yes,Yes
5701,video: can now do smart green-screen (no green background needed),,,Yes
5702,The best thing is you can avoid painful hours of making masks manually.  You can then use the pre-made masks to train.  Booya!,,,Yes
5703,#NAME?,,,Yes
5704,- add pdf; txt\/csv and jpg\/png output - TODO,Yes,Yes,Yes
5705,Not all are needed but easy to replicate when tf slim or object changes,Yes,Yes,Yes
5706,Want better; faster?,,,Yes
5707,Compatible with single shot; faster rcnn; nasnet - from fastest to best,No,Yes,Yes
5711,TODO python 3 format to 27,Yes,Yes,Yes
5712,simple hack to overcome this issue; we only exclude bbox labels,,,Yes
5715,This is needed because the pre-activation variant does not have batch,No,Yes,Yes
5716,once we refactor Faster RCNN models to set is_training through an outer,Yes,Yes,Yes
5720,TODO(b\/65130867): Use image_id tensor once we fix the input data,Yes,Yes,Yes
5722,A dictionary of metric names to classes that implement the metric. The classes,,,Yes
5724,Unused by updated loading code.,,,Yes
5729,Needed for fine-tuning from classification checkpoints whose,,,Yes
5734,"\""\""\"" || SUpervised Dimensionality Reduction with ivis || ============================================= ||  || ivis is able to make use of any provided class labels to perform supervised || dimensionality reduction. Supervised embeddings combine the distance-based || characteristics of the unsupervised ivis algorithm with clear class boundaries || between the class categories. The resulting embeddings encode relevant || class-specific information into lower dimensional space; making them useful || for enhancing the performance of a classifier. ||  || To train ivis in supervised mode; simply provide the labels to the fit || method\u2019s Y parameter. These labels should be a list of 0-indexed integers with || each integer corresponding to a class. || \""\""\""",,,Yes
5736,TODO validate the dimensions of the neighbour matrix,,,Yes
5738,Probably the best way to do this is by moving the sample pushing,No,Yes,Yes
5740,FIXME Do it in batches,Yes,Yes,Yes
5742,A kludge for now until I spend more than two mins writing this func,,,Yes
5745,The wildcard search terms are needed to ge all the correct file,,,Yes
5746,TODO This is not good enough long term - a temp fix,Yes,Yes,Yes
5748,needed due to apparent bug in glob2 - removes duplicate entries,Yes,Yes,Yes
5750,TODO IMPORTANT add xgb boost functionality,,,Yes
5751,TODO this has become rather messy and inefficient - need to make it more,Yes,No,Yes
5752,TODO 1- find an efficient way of classifying only non-zero values,Yes,Yes,Yes
5754,TODO - a list of classes would be better eliminating the need for the one,,,Yes
