index,Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label
243,TODO support DST-crossing datetime objects. use UTC to avoid the issue,Yes,Yes,Yes
245,FIXME this is a mess,Yes,Yes,Yes
246,TODO refactor to seperate method \/ mapped translation functions,Yes,Yes,Yes
248,TODO associate meta.gridfile with actual fs file,Yes,Yes,Yes
249,TODO if head(); tail(); query(); .loc\/iloc should return a new MDataFrame instance to avoid having a reset need,Yes,Yes,Yes
250,TODO introduce a puggable filetype processing backend to do this,Yes,Yes,Yes
251,TODO make this a SystemError so that OmegaDeferredIstance.setup reverts to proper defaults,Yes,Yes,Yes
257,TODO implement drop to support deletion of specific versions,Yes,Yes,Yes
258,TODO refactor to promote of python native data backend,Yes,Yes,Yes
259,TODO replace result backend with redis or mongodb,Yes,Yes,Yes
265,TODO replace mp with billiard,Yes,Yes,Yes
266,TODO this fails and should not,Yes,Yes,Yes
268,TODO enable mixins,Yes,Yes,Yes
272,TODO: Tensorflow 1.3 doesn't support broadcasting in``tf.matmul`` and,Yes,Yes,Yes
273,As a temporary workaround; we are using ``tf.einsum`` for the matrix,Yes,Yes,Yes
274,TODO: ``full_cov`` True would return a ``fvar`` of shape N x N x D x D;,Yes,Yes,Yes
275,This corresponds to a boundary condition that we must fix manually.,Yes,Yes,Yes
276,This corresponds to a boundary condition that we must fix manually.,Yes,Yes,Yes
277,Slicing is NOT needed here. The desired behaviour is to *still* return an NxMxD matrix. As even when the,Yes,Yes,Yes
278,Slicing is NOT needed here. The desired behaviour is to *still* return an NxMxD matrix.,Yes,Yes,Yes
279,TODO: wait for eager fix this bug.,Yes,Yes,Yes
281,TODO: implement this,Yes,Yes,Yes
282,TODO: Implement this,Yes,Yes,Yes
283,Workaround as existing tf.Variable cannot be retrieved back with tf.get_variable,Yes,Yes,Yes
284,Workaround as existing tf.Variable cannot be retrieved back with tf.get_variable,Yes,Yes,Yes
285,Workaround as existing tf.Variable cannot be retrieved back with tf.get_variable,Yes,Yes,Yes
286,This is a disaster; adding related tickers does not improve accuracy,Yes,Yes,Yes
287,best to pass back copies instead of reference.\t\t\t,Yes,Yes,Yes
288,This is a disaster; adding related tickers does not improve accuracy,Yes,Yes,Yes
291,TCR: idx = df.index[df.index.get_loc(dt; method='nearest')] this would be better,Yes,Yes,Yes
292,idx = df.index[df.index.get_loc(dt; method='nearest')]  TCR: This would be better,Yes,Yes,Yes
294,ReEvaluationInterval is how often to re-evaluate our choices; ideally this should be very short and not matter; otherwise the date selection is biased.,Yes,Yes,Yes
296,TODO,Yes,Yes,No
303,TODO: Solve the problem of imports without using run -i,Yes,Yes,Yes
304,'-> THUS we need to swap D and A to maintain the convention D first,Yes,Yes,Yes
306,recomposed in ph_times and det. (NB: Old not very efficient approach),Yes,Yes,Yes
308,TODO: check bg rate calculation (seems quite a bit off),Yes,Yes,Yes
312,"\""\""\"" || Hack to allow GUI selection of bursts in a 2D ALEX histogram. ||  || See hist2d_alex() in burst_plot.py. || \""\""\""",Yes,Yes,Yes
313,Convert both Lim\/Ph_p and mburst; as they are both needed,Yes,Yes,Yes
314,#TODO: save prefix; compression and size inside the group,Yes,Yes,Yes
316,TODO: implement automatic threshold computation,Yes,Yes,Yes
326,TODO Handle ph_times in PyTables files,Yes,Yes,Yes
335,Add missing gap columns,Yes,Yes,Yes
336,TODO,Yes,Yes,No
337,If true; `todo` and `todoList` produce output; else they produce nothing.,Yes,Yes,Yes
338,NOTE TODO Sometimes 'res' is nan.,Yes,Yes,Yes
341,TODO: Add exception handling if parent directory of log_path does not exist,Yes,Yes,Yes
343,1) fix URLS,Yes,Yes,Yes
345,TODO: map actions to colours so can map to palette[i],Yes,Yes,Yes
347,TODO: map actions to colours so can map to palette[i],Yes,Yes,Yes
349,TODO: map actions to colours so can map to palette[i],Yes,Yes,Yes
350,todo: show complete name,Yes,Yes,Yes
354,TODO: integrate codes with trans_from_files_beam,Yes,Yes,Yes
355,FIXME: Remove this hard coding after debugging.,Yes,Yes,Yes
357,TODO: Refactor _read() func.,Yes,Yes,Yes
358,TODO: Fix this file path argument; it is not used and misleading.,Yes,Yes,Yes
361,TODO: TO experiment on Japanese SQuAD dataset; you first need to install mecab-python3 `<https:\/\/pypi.org\/project\/mecab-python3\/>`_.,Yes,Yes,Yes
366,TODO: add ip and port as cli?,Yes,Yes,Yes
367,meteor = calc_meteor(path_merged_refs; path_hyp; n_refs=n_refs) # TODO,Yes,Yes,Yes
376,TODO: Add batch size and other properties,Yes,Yes,Yes
377,TODO: Add batch size and other properties,Yes,Yes,Yes
378,TODO: Add batch size and other properties,Yes,Yes,Yes
379,NOTE:Graph Isn't initialized Properly Needsd to be fixed,Yes,Yes,Yes
380,TODO: Add batch size and other properties,Yes,Yes,Yes
384,TODO: Add try catch block around the cast,Yes,Yes,Yes
387,NOTE: Local Best Version Under Development to be integrated with clinn.py,Yes,Yes,Yes
390,Temporary Fix,Yes,Yes,Yes
392,Adjust epochs and layers as needed,Yes,Yes,Yes
394,TODO: paper uses 512,Yes,Yes,Yes
397,TF doesn't have a way to sort by two columns; so merge them and sort.,Yes,Yes,Yes
398,TODO: Remove zero padding from gt_boxes and gt_masks,Yes,Yes,Yes
401,TODO: better to keep them normalized until later,Yes,Yes,Yes
405,TODO: use smooth_l1_loss() rather than reimplementing here,Yes,Yes,Yes
406,TODO: Update this line to work with batch > 1. Right now it assumes all,Yes,Yes,Yes
407,TODO: To hard example mine or not to hard example mine; that's the question,Yes,Yes,Yes
408,TODO: If multiple anchors have the same IoU match all of them,Yes,Yes,Yes
413,TODO: verify that this handles zero padded ROIs,Yes,Yes,Yes
415,TODO: let DetectionLayer return normalized coordinates to avoid,Yes,Yes,Yes
416,TODO: move resizing to mold_image(),Yes,Yes,Yes
418,TODO: Build and use this function to reduce code duplication,Yes,Yes,Yes
419,TODO: cleaner to do zero unpadding upstream,Yes,Yes,Yes
420,In the long run; it's more efficient to modify the code to support large,Yes,Yes,Yes
422,Work-around for Windows: Keras fails on Windows when using,Yes,Yes,Yes
423,TODO: better to keep them normalized until later,Yes,Yes,Yes
427,TODO: will be removed in a future update in favor of augmentation,Yes,Yes,Yes
428,A hack to get around Keras's bad support for constants,Yes,Yes,Yes
430,TODO: cleaner to do zero unpadding upstream,Yes,Yes,Yes
432,TODO: can this be optimized to avoid duplicating the anchors?,Yes,Yes,Yes
434,TODO: can this be optimized to avoid duplicating the anchors?,Yes,Yes,Yes
435,TODO: remove in about 6 months (end of 2018),Yes,Yes,Yes
438,TODO: Upgrade python-ucto,Yes,Yes,Yes
439,TODO,Yes,Yes,No
440,TODO: Do load balancing; find least busy server,Yes,Yes,Yes
442,TODO: Parse!,Yes,Yes,Yes
443,TODO,Yes,Yes,No
445,TODO: process result,Yes,Yes,Yes
447,TODO,Yes,Yes,No
448,bit of an ugly cheat since we don't really support dual classes,Yes,Yes,Yes
449,If true; `todo` and `todoList` produce output; else they produce nothing.,Yes,Yes,Yes
450,todo: auf allownonevalue eingegeh und dass None auch als default einflie\u00DFen kann,Yes,Yes,Yes
451,TODO: Check if user or group exist,Yes,Yes,Yes
452,a missing manifest does not affect the main functionality,Yes,Yes,Yes
454,"\""\""\"" || This class manages the *MusicDB Database* the core of *MusicDB*. || It caches information from the filesystem and provides augmentation of those files. || This database handles the following components: ||  ||     * `Songs`_ ||     * `Albums`_ ||     * `Artists`_ ||     * `Artworks`_ ||     * `Lyrics`_ ||     * `Tags`_ ||  || All database entries (= rows) are handled as dictionaries. || The key of the dictionary corresponds to the column name of the database. ||  || If an entry of this dictionary got changed directly; the following methods can be used to store the changes in the database. || This is not the recommended way because the content gets not checked. || The preferred way to change any data is using the related method described in the following sections. ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.WriteArtist` ||     * :meth:`~lib.db.musicdb.MusicDatabase.WriteAlbum` ||     * :meth:`~lib.db.musicdb.MusicDatabase.WriteSong` ||     * :meth:`~lib.db.musicdb.MusicDatabase.WriteTag` ||  || Adding a Column || --------------- ||  || When a new column shall be added; the following steps are necessary. ||  ||     #. Kill the server: ``kill $( cat \/srv\/data\/musicdb\/musicdb.pid )`` ||     #. Backup the database: ``sqlite3 music.db .dump > backup\/music.db.bak`` ||     #. Update this file. ||     #. Update the SQL file *sql\/music.sql* ||     #. Modify the database: ||         #. Open: ``sqlite3 music.db`` ||         #. Add column. For example ``ALTER TABLE songs ADD COLUMN feature INTEGER DEFAULT 0;`` ||         #. Quit: ``.quit`` ||  || Furthermore be sure that all command line modules and API modules handle the new added column; and so new added feature correct. || For example; methods creating a new entry in the modified row may be adopted. ||  || Songs || ----- ||  || The columns of the songs table are the following: ||  ||     +--------+---------+----------+------+------+ ||     | songid | albumid | artistid | name | path | ||     +--------+---------+----------+------+------+ ||  ||     +--------+----+----------+----------+---------+ ||     | number | cd | disabled | playtime | bitrate | ||     +--------+----+----------+----------+---------+ ||      ||     +-------+----------+--------+-------+----------+----------+----------+-------------+ ||     | likes | dislikes | qskips | qadds | qremoves | favorite | qrndadds | lyricsstate | ||     +-------+----------+--------+-------+----------+----------+----------+-------------+ ||  || The following methods exist to handle song entries in the database: ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.AddSong` ||     * :meth:`~lib.db.musicdb.MusicDatabase.AddFullSong` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongById` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongByPath` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongsByArtistId` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongsByAlbumId` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllSongs` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongs` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetRandomSong` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongIdsByAlbumIds` ||     * :meth:`~lib.db.musicdb.MusicDatabase.UpdateSongStatistic` ||     * :meth:`~lib.db.musicdb.MusicDatabase.RemoveSong` ||  ||  || Albums || ------ ||  || Data structure: ||  ||     +---------+----------+------+------+------------+----------+--------+---------+ ||     | albumid | artistid | name | path | numofsongs | numofcds | origin | release | ||     +---------+----------+------+------+------------+----------+--------+---------+ ||  ||     +-------------+---------+---------+---------+ ||     | artworkpath | bgcolor | fgcolor | hlcolor | ||     +-------------+---------+---------+---------+ ||  || Album Related Methods || ^^^^^^^^^^^^^^^^^^^^^ ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.AddAlbum` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAlbumByPath` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAlbumById` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllAlbums` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAlbumsByArtistId` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAlbums` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllAlbumIds` ||  || Artworks || ^^^^^^^^ ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.SetArtwork` ||     * :meth:`~lib.db.musicdb.MusicDatabase.SetArtworkColorByAlbumId` ||  || Origin || ^^^^^^ ||  || Valid values: ||  ||     * ``\""iTunes\""`` ||     * ``\""bandcamp\""`` ||     * ``\""music163\""`` aka \u7F51\u6613\u4E91\u97F3\u4E50 ||     * ``\""CD\""`` as fallback for unknown *flac* files ||     * ``\""internet\""`` as fallback for any other unknown files ||  || Artists || ------- ||  || Database structure: ||  ||         +----------+------+------+ ||         | artistid | name | path | ||         +----------+------+------+ ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.AddArtist` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllArtists` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetArtistByPath` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetArtistById` ||  || Lyrics || ------ ||  || Lyrics state is part of the *songs* table. || The lyrics itself are stored in the *lyrics* table with the following layout: ||  ||     +--------+--------+ ||     | songid | lyrics | ||     +--------+--------+ ||  || Lyrics are stored in a simple markup language: ||  ||     * ``:: ref`` starts a section for the refrain ||     * ``:: comment`` starts a section for comments that are not part of the lyrics ||     * ``::`` ends a section ||     * ``<<\u2026>>`` \""highlight\"" text - use secondary color for printing this text ||  || A lyrics entry could look like the following example: ||  ||     .. code-block:: python ||  ||         :: comment ||         Just a dummy text ||         :: ||  ||         Lorem ipsum dolor sit amet;  ||         consetetur sadipscing elitr;  ||         sed diam nonumy eirmod tempor  ||         invidunt ut labore et dolore  ||         magna aliquyam erat;  ||         sed diam voluptua.  ||          ||         :: ref ||         At vero eos et accusam et justo duo dolores et ea rebum.  ||         Stet clita kasd gubergren;  ||         no sea takimata sanctus est Lorem ipsum dolor sit amet.  ||         :: ||  ||         << (5 times) >> ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetLyrics` ||     * :meth:`~lib.db.musicdb.MusicDatabase.SetLyrics` ||  || The *lyrics* column can have the following states: ||  ||     * ``SONG_LYRICSSTATE_EMPTY`` - There are no lyrics set yet ||     * ``SONG_LYRICSSTATE_FROMFILE`` - The lyrics set come from the metatags of the song file ||     * ``SONG_LYRICSSTATE_FROMNET`` - The lyrics were grabbed from the internet by a crawler ||     * ``SONG_LYRICSSTATE_FROMUSER`` - The lyrics were reviewed by the user. This noted the highest state of quality for lyrics. ||     * ``SONG_LYRICSSTATE_NONE`` - There are no lyrics for this song - it is an instrumental song. ||  || Tags || ---- ||  || In this section; the tag management is described. || A *Toxi* scheme is used to implement the tag system in MusicDB. || This means there are n+2 tables:  ||  ||    #. A Table with the definition of a tag;  ||    #. a table that maps the tag to an entity;  ||    #. and *n* tables with entities with a global unique identifier. ||  || MusicDB does not have global unique identifier for artists; albums an genres; so instead of one mapping table; there are two. || One for the songs; and one for the albums. || Tags for Artists are not expected. || If there will be a need later on; it an easy be implemented by adding a third mapping table and\/or introducing new classes of tags. || A tag must be identifiable by the combination of its name and class. ||  || Tag Definition Table || ^^^^^^^^^^^^^^^^^^^^ ||  ||     +-------+------+-------+----------+----------+------+-------+------+------+ ||     | 0     | 1    | 2     | 3        | 4        | 5    | 6     | 7    | 8    | ||     +-------+------+-------+----------+----------+------+-------+------+------+ ||     | TagID | Name | Class | ParentID | IconType | Icon | Color | PosX | PosY | ||     +-------+------+-------+----------+----------+------+-------+------+------+ ||  || TagID (Integer) ||    ID of the tag that gets generated by the database ||  || Name (String) ||    Name of the tag. It will be used inside the MusicDB code or by the UI as it is stored in the database. ||    So; the name is set as it shall be displayed. ||    It must also be a unique name inside its class. ||  || Class (Integer) ||    ID of the class: ||    ||    * ``1`` - Genre ||    * ``2`` - Subgenre ||    * ``3`` - Mood ||  || ParentID (Integer \/ None) ||    ID of a related tag. In case of subgenre; the main genres ID would be the ParentID. ||    **Important:** A parent tag must always be of class *Genre*. And only *Subgenre* can and must have a parent! ||  || IconType (Integer \/ None) ||    If ``None`` the icon-column will be ignored. Otherwise it defines the type of icon: ||  ||    * ``1`` - Unicode character ||    * ``2`` - HTML tag for special fonts: ``<i class=\""fa fa-beer\""><\/i>`` ||    * ``3`` - png image **Future feature - specification incomplete** ||    * ``4`` - svg image **Future feature - specification incomplete** ||  || Icon (Text \/ None) ||    A shorter version of the name. The Icon must be compatible to the specified type. ||  || Color (Text \/ None) ||    A HTML-like color code that can be used to highlight a very special tag. Do not use this feature too much; it can break the UI visual design. ||  || PosX; PosY (Integer \/ None) ||    The (X;Y) Position of the Name or the Icon in a grid if the tags were presented as grid in an UI. ||    The tag position gets stored in the global database to make sure that every UI provides a similar layout of the tags to make it more usable. ||    ``(0;0)`` is the upper left corner. ||    If not a grid but a list gets described; ``posx`` determines the position and ``posy`` is set to ``NULL``. ||  ||  || Tag Mapping Table || ^^^^^^^^^^^^^^^^^ ||  || The mapping-tables have all the same layout ||  ||     +----------+----------+----------+------------+----------+ ||     | 0        | 1        | 2        | 3          | 4        | ||     +----------+----------+----------+------------+----------+ ||     | EntryID  | SongID   | TagID    | Confidence | Approval | ||     +----------+----------+----------+------------+----------+ ||     | EntryID  | AlbumID  | TagID    | Confidence | Approval | ||     +----------+----------+----------+------------+----------+ ||  || EntryID (Integer) ||    ID of the entry in the mapping-table ||  || TagID (Integer) ||    ID of the tag in the Tag-Definition-Table ||  || xxxID (Integer) ||    ID of the song or album entry in the related tables ||  || Confidence (Floating point; Default: 1.0) ||    Confidence that the tag is correct. ||    This is important in case an AI set the tag (See *Approval*). ||    Otherwise this column can be ignored. - Ignoring means setting it to ``1.0``! ||     || Approval (Integer; Default: 1) ||    Three stages to approve the tag. ||  ||    * ``0`` - Set by AI. This tag may be wrong. The *Confidence* value is relevant in this case. ||    * ``1`` - Set by the User. *Confidence* must be set to ``1.0`` ||    * ``2`` - Can be used for training. This Song\/Album is a good representation for this tag. It can be used to train an AI. ||  ||  || Database API || ^^^^^^^^^^^^^ ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.CreateTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllTags` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetTagByName` ||     * :meth:`~lib.db.musicdb.MusicDatabase.DeleteTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.ModifyTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.SetTargetTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.RemoveTargetTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetTargetTags` ||     * :meth:`~lib.db.musicdb.MusicDatabase.SplitTagsByClass` ||  || The following tag classes exist: ||  ||     * ``MusicDatabase.TAG_CLASS_GENRE``: Main genres like Metal; Electro; Classic; \u2026 ||     * ``MusicDatabase.TAG_CLASS_SUBGENRE``: Subgenre like Dark Metal; New Wave; \u2026 ||     * ``MusicDatabase.TAG_CLASS_MOOD``: Moods like Lucky; Sad; \u2026 ||  || A target can be \""song\"" or \""album\"". || \""\""\""",Yes,Yes,Yes
456,TODO\/FIXME: Sehr \u00E4hnlich zu TryAnalysePath aus mdbapi.database. Ggf irgendwie vereinen,Yes,Yes,Yes
457,never trust metadata; if we got duration; reading the metadata is not needed anymore,Yes,Yes,Yes
459,no client side cert needed... # FIXME,Yes,Yes,Yes
465,FIX: THE FILESYSTEM IS _ALWAYS_ RIGHT! - WHAT THE FUCK!,Yes,Yes,Yes
470,TODO: Rebuild this method. Consider the whole unicode space!,Yes,Yes,Yes
472,TODO: Add option to force overwriting,Yes,Yes,Yes
480,to replace the Unicode characters with ugly emoji images that totally fuck up the design,Yes,Yes,Yes
481,to replace the Unicode characters with ugly emoji images that totally fuck up the design,Yes,Yes,Yes
485,Better check if the checksum is valid to avoid any further problems.,Yes,Yes,Yes
487,"TODO: scan for \""TODO\"" and check if the configuration hints are still valid",Yes,Yes,Yes
489,TODO: This is a better place to set song stats!,Yes,Yes,Yes
493,TODO,Yes,Yes,No
494,TODO: Event_StatusChanged should take care about the connection state,Yes,Yes,Yes
495,TODO: Port from old MPD style to new Icecast style,Yes,Yes,Yes
496,TODO: Remove MPD style and add Icecast style - Let's just trigger an event?,Yes,Yes,Yes
497,"TODO: Whatever must be done to make this Icecast conform - maybe just moving to \""SetPlayState\""",Yes,Yes,Yes
498,TODO: Do this in the StreamManager,Yes,Yes,Yes
499,TODO: Do this in the StreamManager or better in the songQueue,Yes,Yes,Yes
505,TODO: Do this when shutting down the server,Yes,Yes,Yes
506,TODO Control flow,Yes,Yes,Yes
507,TODO: GStreamer pipeline diagram,Yes,Yes,Yes
508,TODO: Unix Pipes l\u00F6sung beschreiben - hinweis auf nonblocking,Yes,Yes,Yes
509,"\""\""\"" || This module is a highly modified fork of `Shouty <https:\/\/github.com\/edne\/shouty\/>`_ - A python wrapper for *libshout2*. || Sadly the project seems to be dead or at least sleeping. || That's why this fork is necessary. ||  || The module provides a wrapper for the shout library that will be used to access `Icecast <https:\/\/icecast.org\/>`_. || For the Icecast interface; another module :mod:`lib.stream.icecast` is provided that uses this module. || \""\""\""",Yes,Yes,Yes
510,TODO: Blacklists updaten (header zeile hinzuf\u00FCgen,Yes,Yes,Yes
511,version = # TODO,Yes,Yes,Yes
516,"FIXME: This is a hack to overwrite the \""invalid\"" note",Yes,Yes,Yes
523,Columns that have default values are not handled here. They get set by the database system,Yes,Yes,Yes
526,TODO: Scale down the frame,Yes,Yes,Yes
530,TODO,Yes,Yes,No
531,TODO: Currently there is nothing implemented,Yes,Yes,Yes
532,TODO: Currently there is nothing implemented,Yes,Yes,Yes
534,FIXME: Scan new artists for alums,Yes,Yes,Yes
535,Upload 400KiB (TODO: Make configurable),Yes,Yes,Yes
538,TODO: Remove existing upload if destination path exists,Yes,Yes,Yes
539,TODO: Send Error Notifications,Yes,Yes,Yes
544,TODO: Analyse File (Get Meta-Data; Unzip; \u2026),Yes,Yes,Yes
545,TODO: Store tasks as .json file to allow continuing uploads after the server was restarted,Yes,Yes,Yes
550,TODO -> documentation,Yes,Yes,Yes
557,TODO: Copy file; create Artist directory if not existing,Yes,Yes,Yes
558,TODO: If not JPEG; transcode!,Yes,Yes,Yes
559,TODO: Fix this\uFFFF,Yes,Yes,Yes
560,TODO: Move it to layers or something,Yes,Yes,Yes
566,Hack to handle CTRL+C. Shamelessly stolen from StackOverflow:,Yes,Yes,Yes
